"ETHNICITY","TERRITORY","ACADEMIC_INTEREST_1","Enroll","TOTAL_CONTACTS","SELF_INIT_CNTCTS","SOLICITED_CNTCTS","CAMPUS_VISIT","IRSCHOOL","satscore","sex","mailq","premiere","init_span","int1rat","int2rat","hscrat","avg_income","distance","Instate"
"B",0,"Unknown","0",1,1,0,0,"447492",540,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","1",6,6,0,0,"563100",1270,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0.25,53494.74710029566,318.0161398664745,0
"O",0,"Unknown","1",1,1,0,0,"619545",1250,"1",1,"0",8,0.017182745659566852,0.020380002122916886,0.3333333333333333,53494.74710029566,318.0161398664745,0
"A",0,"Unknown","1",3,3,0,0,"687225",1250,"1",1,"0",10,0.017182745659566852,0.020380002122916886,0.3333333333333333,53494.74710029566,318.0161398664745,0
"A",0,"Unknown","1",2,2,0,0,"697051",1410,"1",1,"0",8,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","0",1,0,0,0,"734618",1210,"0",5,"0",46,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","1",5,5,0,0,"820185",1010,"0",1,"1",10,0.017182745659566852,0.020380002122916886,0.5,53494.74710029566,318.0161398664745,0
"H",0,"Unknown","1",2,2,0,0,"862150",970,"1",1,"0",6,0.017182745659566852,0.020380002122916886,0.5,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","0",4,4,0,0,"870760",1120,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"H",0,"Unknown","1",4,4,0,0,"878160",940,"1",1,"0",16,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"B",0,"Unknown","1",3,3,0,0,"886300",1230,"0",1,"0",11,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","1",2,2,0,0,"H00029",1360,"1",1,"0",8,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"B",0,"Unknown","0",2,2,0,0,"H03615",1190,"0",1,"0",21,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"B",0,"Unknown","1",2,2,0,0,"H03615",1240,"0",1,"0",17,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"O",0,"Unknown","1",2,2,0,0,"H03615",1050,"0",1,"0",11,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"O",0,"Unknown","1",1,1,0,0,"H03615",1460,"0",1,"0",9,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"C",0,"Unknown","0",2,2,0,0,"H03615",1060,"0",1,"0",9,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"B",0,"Unknown","1",2,2,0,0,"H03615",1150,"1",1,"0",8,0.017182745659566852,0.020380002122916886,0.09195402298850575,53494.74710029566,318.0161398664745,0
"A",0,"BUS","0",1,0,1,0,"H03615",1120,"0",1,"0",5,0.015772870662460567,0.04477611940298507,0.09195402298850575,53494.74710029566,318.0161398664745,0
"A",0,"Unknown","1",4,4,0,0,"H03650",1090,"0",1,"0",10,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"H",0,"Unknown","1",1,1,0,0,"H03652",1140,"1",1,"0",7,0.017182745659566852,0.020380002122916886,1,53494.74710029566,318.0161398664745,0
"C",8,"ENT","1",10,10,0,1,"222515",1050,"0",4,"0",23,0.08333333333333333,0.011235955056179775,1,79781,1600.047758375286,0
"C",5,"MED","1",6,6,0,1,"220645",1300,"1",1,"0",13,0.01287001287001287,0.047619047619047616,1,129811,1619.2802603585124,0
"C",5,"PSY","1",10,8,1,1,"220860",1120,"1",1,"1",19,0.02918781725888325,0.2,0.3333333333333333,71174,1606.4023120951838,0
"C",8,"ENG","1",6,6,0,1,"220495",1200,"1",5,"0",23,0.017699115044247787,0.02,0.5,100358,1622.7830501578683,0
"O",5,"Unknown","1",4,4,0,0,"221323",1070,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0.5,50879,1641.8002694199079,0
"C",5,"Unknown","1",4,4,0,0,"400059",1010,"0",1,"0",10,0.017182745659566852,0.020380002122916886,1,52455,1601.1595982642107,0
"C",5,"Unknown","1",3,3,0,0,"400059",1070,"0",1,"0",5,0.017182745659566852,0.020380002122916886,1,52455,1601.1595982642107,0
"C",5,"Unknown","0",1,0,1,0,"400224",1128,"1",1,"0",23,0.017182745659566852,0.020380002122916886,0,53494.74710029566,318.0161398664745,0
"C",5,"Unknown","0",2,1,1,0,"400287",1185,"1",1,"0",17,0.017182745659566852,0.020380002122916886,0,57615,1597.012796475057,0
"H",5,"Unknown","0",1,0,1,0,"041125",1243,"1",1,"0",7,0.017182745659566852,0.020380002122916886,0,32323,1599.8612622054602,0
"O",5,"BIO","1",9,9,0,1,"300395",1300,"1",1,"0",16,0.019969278033794162,0.012133468149646108,1,53494.74710029566,318.0161398664745,0
"C",8,"HFS","1",8,8,0,0,"300104",1130,"1",1,"1",24,0.1111111111111111,0.020380002122916886,0.5,42695,1639.9547046940768,0
"C",5,"FSC","1",10,9,1,1,"300636",1310,"1",1,"0",14,0.10047846889952153,0.011235955056179775,1,36318,1659.5081937795878,0
"C",5,"Unknown","1",5,4,1,0,"200278",1110,"0",1,"0",16,0.017182745659566852,0.020380002122916886,1,66855,1700.7193882037134,0
"C",5,"Unknown","0",2,2,0,0,"460085",1210,"1",1,"0",11,0.017182745659566852,0.020380002122916886,0,33049,1585.8221257681732,0
"C",5,"Unknown","0",1,0,1,0,"447290",1237,"1",1,"0",30,0.017182745659566852,0.020380002122916886,0.0376516305204012,33507,1571.5322499322917,0
"C",5,"Unknown","0",1,0,1,0,"447290",1263,"1",1,"0",30,0.017182745659566852,0.020380002122916886,0.0376516305204012,33611,1547.4448776775002,0
"N",5,"MED","0",1,0,1,0,"447290",1290,"1",1,"0",30,0.01287001287001287,0.020380002122916886,0.0376516305204012,77991,1540.5337042743695,0
"C",5,"Unknown","0",1,0,1,0,"447290",1317,"1",1,"0",27,0.017182745659566852,0.020380002122916886,0.0376516305204012,49414,1544.5010947753005,0
"C",5,"Unknown","0",2,1,1,0,"070550",1343,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,88483,1500.2351376472625,0
"C",5,"Unknown","1",5,4,1,0,"070751",1370,"1",1,"1",10,0.017182745659566852,0.020380002122916886,0.25,52315,1477.551895210139,0
"C",5,"Unknown","0",1,0,1,0,"310120",1313,"1",1,"0",22,0.017182745659566852,0.020380002122916886,0,53225,1439.4395409451188,0
"N",5,"SCI","0",2,1,1,0,"311613",1257,"1",1,"0",17,0.003067484662576687,0.011976047904191617,0,69115,1435.7954934424802,0
"B",8,"Unknown","1",2,2,0,0,"311328",1200,"1",1,"0",5,0.017182745659566852,0.020380002122916886,1,51254,1432.4259790662195,0
"C",5,"Unknown","0",1,0,0,0,"311567",1250,"1",4,"0",19,0.017182745659566852,0.020380002122916886,0,60428,1439.3252494119035,0
"C",5,"LAW","1",8,8,0,0,"310227",1300,"0",3,"1",32,0.012116316639741519,0.030612244897959183,0.5,103326,1409.5519779325014,0
"C",5,"Unknown","1",3,3,0,1,"311002",1410,"1",1,"0",9,0.017182745659566852,0.020380002122916886,1,60904,1415.5272212241646,0
"C",5,"Unknown","1",2,2,0,0,"310765",1120,"0",1,"0",11,0.017182745659566852,0.020380002122916886,0.5,127481,1418.7374250375437,0
"B",5,"CHE","0",2,2,0,0,"310840",1195,"0",5,"0",11,0,0.011235955056179775,0,53494.74710029566,318.0161398664745,0
"C",8,"Unknown","1",10,9,1,1,"311302",1270,"0",1,"1",20,0.017182745659566852,0.020380002122916886,1,53494.74710029566,1395.0977003170403,0
"N",5,"SCI","0",2,1,1,0,"447290",1250,"1",1,"0",13,0.003067484662576687,0.021413276231263382,0.0376516305204012,54987,1362.3336682940746,0
"B",5,"Unknown","0",2,1,1,0,"310221",1230,"1",1,"0",23,0.017182745659566852,0.020380002122916886,0,54987,1362.3336682940746,0
"C",8,"Unknown","1",4,4,0,0,"240830",1210,"1",1,"0",9,0.017182745659566852,0.020380002122916886,0.5,114854,1409.198890397514,0
"N",5,"Unknown","1",3,2,1,0,"311255",1180,"1",1,"0",12,0.017182745659566852,0.020380002122916886,1,66436,1411.2524909520907,0
"C",5,"ID","1",8,7,1,1,"311255",1270,"1",4,"1",14,0.03048780487804878,0.012048192771084338,1,66436,1411.2524909520907,0
"N",5,"SC","0",5,4,1,0,"447290",1250,"1",1,"0",13,0,0.056338028169014086,0.0376516305204012,90977,1406.2002895975656,0
"H",0,"PMED","1",6,6,0,0,"576146",1230,"0",4,"0",16,0.05330882352941176,0.020380002122916886,0.5,53494.74710029566,318.0161398664745,0
"O",5,"Unknown","0",1,0,1,0,"333705",1233,"0",1,"0",29,0.017182745659566852,0.020380002122916886,0,49733,1450.3597911336901,0
"C",8,"Unknown","0",2,1,1,0,"335383",1237,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0,61868,1435.6157171509512,0
"C",5,"Unknown","1",6,6,0,0,"335540",1240,"1",1,"0",10,0.017182745659566852,0.020380002122916886,1,83329,1465.9762184583533,0
"N",5,"Unknown","0",2,1,1,0,"336085",1203,"1",1,"0",16,0.017182745659566852,0.020380002122916886,0,85990,1470.8813975516034,0
"N",5,"BUS","0",2,2,0,0,"447290",1165,"0",1,"0",22,0.015772870662460567,0.020380002122916886,0.0376516305204012,70888,1461.7312201708492,0
"N",5,"ARCH","0",2,1,1,0,"330790",1128,"0",1,"0",17,0.008955223880597015,0.009876543209876543,0,56293,1446.9696119906823,0
"A",5,"PSY","1",8,7,1,1,"331926",1090,"1",1,"1",10,0.02918781725888325,0.020380002122916886,1,50744,1457.8210524811616,0
"N",5,"Unknown","0",1,0,1,0,"332560",1108,"1",1,"0",5,0.017182745659566852,0.020380002122916886,0,42414,1457.20976902006,0
"N",5,"Unknown","0",1,0,1,0,"447290",1125,"1",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,27820,1456.3747635293444,0
"C",5,"Unknown","0",1,0,1,0,"447290",1143,"1",1,"0",29,0.017182745659566852,0.020380002122916886,0.0376516305204012,70630,1480.1313116114368,0
"C",5,"Unknown","1",3,3,0,0,"334355",1160,"1",1,"0",10,0.017182745659566852,0.020380002122916886,1,35079,1407.333441674455,0
"C",5,"PSY","1",4,4,0,1,"442434",1200,"0",3,"0",17,0.02918781725888325,0.020380002122916886,0.040697674418604654,51250,1384.0078329227347,0
"C",5,"Unknown","0",1,0,1,0,"447290",1183,"0",1,"0",29,0.017182745659566852,0.020380002122916886,0.0376516305204012,40836,1300.7205993498599,0
"C",5,"Unknown","0",1,0,1,0,"334325",1167,"0",1,"0",7,0.017182745659566852,0.020380002122916886,0,60141,1283.0604935521749,0
"C",5,"Unknown","1",3,3,0,0,"391512",1150,"0",1,"0",8,0.017182745659566852,0.020380002122916886,1,60898,1154.751207131066,0
"N",5,"Unknown","0",1,0,1,0,"447290",1190,"0",1,"0",23,0.017182745659566852,0.020380002122916886,0.0376516305204012,50099,1139.8601474420266,0
"C",5,"BIO","0",1,0,1,0,"447290",1230,"1",1,"0",27,0.019969278033794162,0.017543859649122806,0.0376516305204012,39939,1163.9265432205693,0
"B",5,"BIO","0",2,2,0,0,"391760",1270,"1",1,"0",14,0.019969278033794162,0.020380002122916886,0,45816,1304.6134959122924,0
"C",5,"BIO","0",1,0,1,0,"447290",1310,"1",1,"0",21,0.019969278033794162,0.020380002122916886,0.0376516305204012,37821,1268.3993641301129,0
"C",5,"Unknown","1",4,3,1,0,"392050",1350,"1",1,"0",12,0.017182745659566852,0.020380002122916886,1,43315,1328.3506962427757,0
"C",5,"SPA","0",1,0,1,0,"447290",1220,"1",1,"0",27,0,0.011235955056179775,0.0376516305204012,48134,1315.5318980448212,0
"C",5,"Unknown","1",9,8,1,0,"391130",1090,"0",1,"1",24,0.017182745659566852,0.020380002122916886,1,55750,1382.9354743283232,0
"N",5,"Unknown","1",9,9,0,0,"391130",1200,"0",1,"1",17,0.017182745659566852,0.020380002122916886,1,55750,1382.9354743283232,0
"C",5,"Unknown","0",2,1,1,0,"390435",1203,"1",1,"0",23,0.017182745659566852,0.020380002122916886,0,53761,1392.1883482496407,0
"C",8,"Unknown","0",2,1,1,0,"391361",1206,"1",1,"0",19,0.017182745659566852,0.020380002122916886,0,48352,1390.8330182360503,0
"B",5,"Unknown","0",2,1,1,0,"391415",1209,"1",1,"0",22,0.017182745659566852,0.020380002122916886,0,51042,1377.6062072573538,0
"C",5,"Unknown","0",2,1,1,0,"394955",1211,"0",1,"0",17,0.017182745659566852,0.020380002122916886,0,93308,1346.9584105551783,0
"C",5,"Unknown","0",2,1,1,0,"447290",1214,"0",1,"0",18,0.017182745659566852,0.020380002122916886,0.0376516305204012,61814,1339.463257995554,0
"C",5,"DENT","0",1,0,0,0,"080158",1217,"1",5,"0",34,0.0056179775280898875,0.012133468149646108,0,67623,1350.9538293656665,0
"C",2,"BUS","1",5,5,0,1,"470549",1220,"0",4,"0",13,0.015772870662460567,0.020588235294117647,0.25,117689,1231.595159567883,0
"C",2,"EGR","1",8,7,0,1,"470549",1310,"0",1,"0",21,0.0072992700729927005,0.007556675062972292,0.25,117689,1231.595159567883,0
"C",2,"Unknown","0",2,1,1,0,"470549",1268,"0",1,"0",19,0.017182745659566852,0.020380002122916886,0.25,53494.74710029566,318.0161398664745,0
"N",2,"CHE","0",1,0,1,0,"447290",1225,"1",1,"0",30,0,0.020588235294117647,0.0376516305204012,102577,1234.117579424635,0
"N",2,"ART","0",1,0,1,0,"447290",1183,"0",1,"0",30,0.0057361376673040155,0.020380002122916886,0.0376516305204012,79058,1236.9680905182952,0
"C",2,"JOU","1",6,5,1,0,"472311",1140,"1",5,"1",18,0.042105263157894736,0.035211267605633804,1,60035,1214.7609850824235,0
"C",8,"Unknown","1",4,4,0,0,"210703",1010,"1",1,"1",12,0.017182745659566852,0.020380002122916886,0.5,53494.74710029566,1257.3760553416425,0
"C",2,"ACC","0",2,2,0,0,"210690",1075,"1",4,"0",33,0.01818181818181818,0.01763668430335097,0,52129,1265.8444613537479,0
"C",2,"MUS","0",1,0,1,0,"210283",1140,"1",1,"0",33,0.0058823529411764705,0.021413276231263382,0,72641,1269.021882810887,0
"B",2,"PSY","0",2,1,1,0,"447290",1205,"1",1,"0",25,0.02918781725888325,0,0.0376516305204012,45883,1258.4345434786271,0
