,ETHNICITY,TERRITORY,ACADEMIC_INTEREST_1,ACADEMIC_INTEREST_2,Enroll,TOTAL_CONTACTS,SELF_INIT_CNTCTS,SOLICITED_CNTCTS,CAMPUS_VISIT,IRSCHOOL,satscore,sex,mailq,premiere,init_span,int1rat,int2rat,hscrat,avg_income,distance,Instate,TERRITORY_binned,TOTAL_CONTACTS_binned,SELF_INIT_CNTCTS_binned,SOLICITED_CNTCTS_binned,satscore_binned,avg_income_binned
21,C,0,Unknown,Unknown,0,1,1,0,0,447290,906.8181818181818,1.0,1,0,5,0.0171827456595668,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
22,C,0,BCH,Unknown,0,1,1,0,0,447290,918.1818181818182,1.0,1,0,13,0.0,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
23,B,0,BUAD,Unknown,0,1,0,1,0,447290,929.5454545454545,1.0,1,0,29,0.0091954022988505,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,54 Percentile and Under, Moderate
24,C,0,CSI,Unknown,0,1,1,0,0,447290,940.9090909090909,0.0,1,0,12,0.0020120724346076,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
25,C,0,EEGR,Unknown,0,1,1,0,0,447290,952.2727272727273,0.0,1,0,13,0.0,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
26,A,0,EGR,Unknown,0,4,4,0,0,447290,963.6363636363636,0.0,1,0,13,0.0072992700729927,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,54 Percentile and Under, Moderate
27,C,0,FIN,Unknown,0,1,1,0,0,447290,975.0,0.0,1,0,14,0.0697674418604651,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
28,C,0,FM,Unknown,0,1,1,0,0,447290,986.3636363636364,1.0,1,0,56,0.0555555555555555,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
29,C,0,MGT,Unknown,0,1,1,0,0,447290,997.7272727272727,0.0,1,0,6,0.0273972602739726,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
30,N,0,PSC,Unknown,0,1,0,1,0,447290,1009.0909090909091,1.0,1,0,30,0.0197044334975369,0.0203800021229168,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,54 Percentile and Under, Moderate
31,C,0,MGT,ART,0,1,1,0,0,447290,1020.4545454545455,0.0,1,0,9,0.0273972602739726,0.0352112676056338,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
32,C,0,CSI,BUS,0,1,1,0,0,447290,1031.8181818181818,1.0,1,0,8,0.0020120724346076,0.0098765432098765,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
33,B,0,BUAD,CSI,0,1,0,1,0,447290,1043.1818181818182,0.0,1,0,31,0.0091954022988505,0.0052631578947368,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,55-75 Percentile, Moderate
34,C,0,ART,EGR,0,1,0,1,0,447290,1054.5454545454545,0.0,1,0,31,0.005736137667304,0.0205882352941176,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,55-75 Percentile, Moderate
35,C,0,CST,ELC,0,1,1,0,0,447290,1065.909090909091,0.0,1,0,14,0.0131578947368421,0.0,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
36,C,0,BUAD,ISY,0,1,1,0,0,447290,1077.2727272727273,0.0,1,0,10,0.0091954022988505,0.0,0.0376516305204012,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
37,H,8,MED,Unknown,0,1,0,1,0,100707,1088.6363636363635,1.0,1,0,31,0.0128700128700128,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Low,Moderate,55-75 Percentile, Moderate
38,C,0,Unknown,Unknown,0,2,2,0,0,101348,1100.0,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
39,C,8,Unknown,Unknown,0,1,0,0,0,101521,1113.3333333333333,1.0,3,0,22,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Low,Low,55-75 Percentile, Moderate
40,C,8,Unknown,Unknown,0,2,1,1,0,141415,1126.6666666666667,0.0,1,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Moderate,Moderate,55-75 Percentile, Moderate
41,C,0,Unknown,Unknown,0,1,0,1,0,153780,1140.0,1.0,1,0,14,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,55-75 Percentile, Moderate
42,C,0,Unknown,Unknown,0,1,1,0,0,290134,1153.3333333333333,1.0,1,0,11,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
43,C,0,Unknown,Unknown,0,2,1,1,0,320548,1166.6666666666667,1.0,1,0,18,0.0171827456595668,0.0203800021229168,0.0588235294117647,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Moderate,76-93 Percentile, Moderate
44,C,0,Unknown,Unknown,0,1,0,1,0,363340,1180.0,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
45,C,0,Unknown,Unknown,0,1,0,0,0,373610,1193.3333333333333,1.0,4,0,10,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
46,C,0,ARCH,MEC,0,1,0,1,0,431830,1206.6666666666667,1.0,1,0,30,0.008955223880597,0.0,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
47,C,0,NUR,Unknown,0,2,1,0,0,440325,1220.0,0.0,3,0,11,0.0225872689938398,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
48,H,0,BUAD,Unknown,0,3,0,3,0,440557,1233.3333333333333,0.0,1,0,30,0.0091954022988505,0.0203800021229168,0.0548780487804878,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
49,C,0,MED,Unknown,0,1,1,0,0,441045,1246.6666666666667,1.0,1,0,45,0.0128700128700128,0.0203800021229168,0.0869565217391304,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
50,A,8,Unknown,Unknown,0,2,2,0,0,441172,1260.0,1.0,1,0,6,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Moderate,Low,76-93 Percentile, Moderate
51,C,0,Unknown,Unknown,0,1,0,0,0,441285,1272.5,0.0,3,0,22,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
52,C,0,Unknown,Unknown,0,1,0,1,0,441335,1285.0,1.0,1,0,14,0.0171827456595668,0.0203800021229168,0.0571428571428571,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
53,B,0,BUS,Unknown,0,1,0,0,0,441337,1297.5,1.0,1,0,21,0.0157728706624605,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
54,C,0,Unknown,Unknown,0,2,2,0,0,441471,1310.0,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.1231343283582089,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
55,A,8,Unknown,Unknown,0,4,4,0,0,441505,1350.0,1.0,1,0,15,0.0171827456595668,0.0203800021229168,0.0416666666666666,53494.74710029566,318.0161398664757,0,Zone 4,High,High,Low,94+ percentile, Moderate
56,C,0,CSI,Unknown,0,1,0,0,0,441865,1324.2857142857142,1.0,3,0,55,0.0020120724346076,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
57,H,0,Unknown,Unknown,0,1,0,1,0,441910,1298.5714285714287,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.015625,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
58,H,0,Unknown,Unknown,0,1,0,0,0,442224,1272.857142857143,1.0,4,0,21,0.0171827456595668,0.0203800021229168,0.0062111801242236,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
59,H,0,PPHR,Unknown,0,2,1,0,0,442224,1247.142857142857,1.0,5,0,21,0.0,0.0203800021229168,0.0062111801242236,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
60,N,0,BIO,Unknown,0,3,2,0,0,442516,1221.4285714285713,1.0,4,0,21,0.0199692780337941,0.0203800021229168,0.0099009900990099,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
61,C,0,PSY,Unknown,0,1,0,0,0,442690,1195.7142857142858,1.0,5,0,10,0.0291878172588832,0.0203800021229168,0.0566037735849056,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
62,C,0,Unknown,Unknown,1,8,7,0,0,442770,1170.0,0.0,5,1,28,0.0171827456595668,0.0203800021229168,0.0785714285714285,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,76-93 Percentile, Moderate
64,B,0,PSY,DENT,0,1,0,1,0,443215,1176.6666666666667,1.0,1,0,31,0.0291878172588832,0.0327868852459016,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
65,C,0,Unknown,Unknown,0,1,0,1,0,443358,1180.0,1.0,1,0,14,0.0171827456595668,0.0203800021229168,0.1103896103896103,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,76-93 Percentile, Moderate
66,C,0,MUS,EGR,0,1,0,0,0,443377,1183.3333333333333,0.0,4,0,35,0.0058823529411764,0.0205882352941176,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
67,H,0,Unknown,Unknown,0,2,1,0,0,443451,1186.6666666666667,1.0,3,0,21,0.0171827456595668,0.0203800021229168,0.0169491525423728,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
68,A,8,Unknown,Unknown,1,1,1,0,0,443459,1190.0,1.0,1,0,9,0.0171827456595668,0.0203800021229168,0.1111111111111111,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Moderate,Low,76-93 Percentile, Moderate
69,C,0,Unknown,Unknown,0,1,0,0,0,443522,1140.0,1.0,3,0,11,0.0171827456595668,0.0203800021229168,0.0326797385620915,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,55-75 Percentile, Moderate
70,C,0,Unknown,Unknown,0,1,0,1,0,443560,1090.0,0.0,1,0,14,0.0171827456595668,0.0203800021229168,0.0588235294117647,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,55-75 Percentile, Moderate
71,C,0,Unknown,Unknown,0,1,0,1,0,444300,1040.0,1.0,1,0,14,0.0171827456595668,0.0203800021229168,0.1518987341772152,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,54 Percentile and Under, Moderate
72,H,0,BUS,THEA,0,1,0,0,0,444596,990.0,0.0,4,0,21,0.0157728706624605,0.0049019607843137,0.0454545454545454,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,54 Percentile and Under, Moderate
73,C,0,Unknown,Unknown,0,1,0,0,0,445325,940.0,0.0,5,0,19,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,54 Percentile and Under, Moderate
74,H,0,ACC,REL,0,1,0,1,0,445540,890.0,1.0,1,0,31,0.0181818181818181,0.0592592592592592,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,54 Percentile and Under, Moderate
75,B,0,THEA,Unknown,0,3,2,1,0,446154,840.0,1.0,1,0,31,0.0090497737556561,0.0203800021229168,0.0140845070422535,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Moderate,54 Percentile and Under, Moderate
76,O,0,Unknown,Unknown,0,3,1,2,0,446313,790.0,1.0,1,0,17,0.0171827456595668,0.0203800021229168,0.025,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Moderate,54 Percentile and Under, Moderate
77,H,0,Unknown,Unknown,0,1,0,1,0,446395,740.0,1.0,1,0,29,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,54 Percentile and Under, Moderate
78,C,0,Unknown,Unknown,0,1,0,0,0,446530,690.0,0.0,5,0,34,0.0171827456595668,0.0203800021229168,0.0108695652173913,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,54 Percentile and Under, Moderate
79,N,0,Unknown,Unknown,0,3,2,1,0,446930,640.0,1.0,1,0,14,0.0171827456595668,0.0203800021229168,0.0303030303030303,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Moderate,54 Percentile and Under, Moderate
80,C,8,NUR,EDU,0,1,0,0,0,447282,590.0,1.0,4,0,12,0.0225872689938398,0.0214132762312633,0.12,53494.74710029566,318.0161398664757,0,Zone 4,Moderate,Low,Low,54 Percentile and Under, Moderate
81,B,0,Unknown,Unknown,0,1,1,0,0,447492,540.0,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
82,C,0,Unknown,Unknown,1,6,6,0,0,563100,1270.0,1.0,1,0,17,0.0171827456595668,0.0203800021229168,0.25,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,76-93 Percentile, Moderate
83,O,0,Unknown,Unknown,1,1,1,0,0,619545,1250.0,1.0,1,0,8,0.0171827456595668,0.0203800021229168,0.3333333333333333,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
84,A,0,Unknown,Unknown,1,3,3,0,0,687225,1250.0,1.0,1,0,10,0.0171827456595668,0.0203800021229168,0.3333333333333333,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
85,A,0,Unknown,Unknown,1,2,2,0,0,697051,1410.0,1.0,1,0,8,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,94+ percentile, Moderate
86,C,0,Unknown,Unknown,0,1,0,0,0,734618,1210.0,0.0,5,0,46,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Low,76-93 Percentile, Moderate
87,C,0,Unknown,Unknown,1,5,5,0,0,820185,1010.0,0.0,1,1,10,0.0171827456595668,0.0203800021229168,0.5,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,54 Percentile and Under, Moderate
88,H,0,Unknown,Unknown,1,2,2,0,0,862150,970.0,1.0,1,0,6,0.0171827456595668,0.0203800021229168,0.5,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,54 Percentile and Under, Moderate
89,C,0,Unknown,Unknown,0,4,4,0,0,870760,1120.0,1.0,1,0,11,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,55-75 Percentile, Moderate
90,H,0,Unknown,Unknown,1,4,4,0,0,878160,940.0,1.0,1,0,16,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,54 Percentile and Under, Moderate
91,B,0,Unknown,Unknown,1,3,3,0,0,886300,1230.0,0.0,1,0,11,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
92,C,0,Unknown,Unknown,1,2,2,0,0,H00029,1360.0,1.0,1,0,8,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,94+ percentile, Moderate
93,B,0,Unknown,Unknown,0,2,2,0,0,H03615,1190.0,0.0,1,0,21,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
94,B,0,Unknown,Unknown,1,2,2,0,0,H03615,1240.0,0.0,1,0,17,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,76-93 Percentile, Moderate
95,O,0,Unknown,Unknown,1,2,2,0,0,H03615,1050.0,0.0,1,0,11,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
96,O,0,Unknown,Unknown,1,1,1,0,0,H03615,1460.0,0.0,1,0,9,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,94+ percentile, Moderate
97,C,0,Unknown,Unknown,0,2,2,0,0,H03615,1060.0,0.0,1,0,9,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
98,B,0,Unknown,Unknown,1,2,2,0,0,H03615,1150.0,1.0,1,0,8,0.0171827456595668,0.0203800021229168,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
99,A,0,BUS,BUAD,0,1,0,1,0,H03615,1120.0,0.0,1,0,5,0.0157728706624605,0.044776119402985,0.0919540229885057,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Low,Moderate,55-75 Percentile, Moderate
100,A,0,Unknown,Unknown,1,4,4,0,0,H03650,1090.0,0.0,1,0,10,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,High,High,Low,55-75 Percentile, Moderate
101,H,0,Unknown,Unknown,1,1,1,0,0,H03652,1140.0,1.0,1,0,7,0.0171827456595668,0.0203800021229168,1.0,53494.74710029566,318.0161398664757,0,Unknown,Moderate,Moderate,Low,55-75 Percentile, Moderate
102,C,8,ENT,LAW,1,10,10,0,1,222515,1050.0,0.0,4,0,23,0.0833333333333333,0.0112359550561797,1.0,79781.0,633.3624107681303,0,Zone 4,High,High,Low,55-75 Percentile,High
103,C,5,MED,PEDU,1,6,6,0,1,220645,1300.0,1.0,1,0,13,0.0128700128700128,0.0476190476190476,1.0,99888.25,633.3624107681303,0,Zone 3,High,High,Low,76-93 Percentile,High
104,C,5,PSY,CHO,1,10,8,1,1,220860,1120.0,1.0,1,1,19,0.0291878172588832,0.2,0.3333333333333333,71174.0,633.3624107681303,0,Zone 3,High,High,Moderate,55-75 Percentile,High
105,C,8,ENG,CFS,1,6,6,0,1,220495,1200.0,1.0,5,0,23,0.0176991150442477,0.02,0.5,99888.25,633.3624107681303,0,Zone 4,High,High,Low,76-93 Percentile,High
106,O,5,Unknown,Unknown,1,4,4,0,0,221323,1070.0,1.0,1,0,11,0.0171827456595668,0.0203800021229168,0.5,50879.0,633.3624107681303,0,Zone 3,High,High,Low,55-75 Percentile, Moderate
107,C,5,Unknown,Unknown,1,4,4,0,0,400059,1010.0,0.0,1,0,10,0.0171827456595668,0.0203800021229168,1.0,52455.0,633.3624107681303,0,Zone 3,High,High,Low,54 Percentile and Under, Moderate
108,C,5,Unknown,Unknown,1,3,3,0,0,400059,1070.0,0.0,1,0,5,0.0171827456595668,0.0203800021229168,1.0,52455.0,633.3624107681303,0,Zone 3,Moderate,Moderate,Low,55-75 Percentile, Moderate
109,C,5,Unknown,Unknown,0,1,0,1,0,400224,1127.5,1.0,1,0,23,0.0171827456595668,0.0203800021229168,0.0,53494.74710029566,318.0161398664757,0,Zone 3,Moderate,Low,Moderate,55-75 Percentile, Moderate
110,C,5,Unknown,Unknown,0,2,1,1,0,400287,1185.0,1.0,1,0,17,0.0171827456595668,0.0203800021229168,0.0,57615.0,633.3624107681303,0,Zone 3,Moderate,Moderate,Moderate,76-93 Percentile,High
111,H,5,Unknown,Unknown,0,1,0,1,0,041125,1242.5,1.0,1,0,7,0.0171827456595668,0.0203800021229168,0.0,32323.0,633.3624107681303,0,Zone 3,Moderate,Low,Moderate,76-93 Percentile,low
112,O,5,BIO,MED,1,9,9,0,1,300395,1300.0,1.0,1,0,16,0.0199692780337941,0.0121334681496461,1.0,53494.74710029566,318.0161398664757,0,Zone 3,High,High,Low,76-93 Percentile, Moderate
113,C,8,HFS,Unknown,1,8,8,0,0,300104,1130.0,1.0,1,1,24,0.1111111111111111,0.0203800021229168,0.5,42695.0,633.3624107681303,0,Zone 4,High,High,Low,55-75 Percentile,low
114,C,5,FSC,LAW,1,10,9,1,1,300636,1310.0,1.0,1,0,14,0.1004784688995215,0.0112359550561797,1.0,36318.0,633.3624107681303,0,Zone 3,High,High,Moderate,76-93 Percentile,low
